Service, Operation, UsageType, Resource, StartTime, EndTime, UsageValue
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/22/13 09:00:00,05/22/13 10:00:00,1
AmazonEC2,RunInstances:0002,EU-BoxUsage:t1.micro,,05/22/13 09:00:00,05/22/13 10:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/22/13 09:00:00,05/22/13 10:00:00,180388626432
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/22/13 09:00:00,05/22/13 10:00:00,419984594
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/22/13 09:00:00,05/22/13 10:00:00,191326370
AmazonEC2,PublicIP-In,USW2-DataTransfer-Regional-Bytes,,05/22/13 09:00:00,05/22/13 10:00:00,360
AmazonEC2,CreateVolume,SAE1-EBS:VolumeUsage,,05/22/13 09:00:00,05/22/13 10:00:00,60129542144
AmazonEC2,RunInstances:0002,BoxUsage:m1.medium,,05/22/13 09:00:00,05/22/13 10:00:00,1
AmazonEC2,EBS:IO-Write,SAE1-EBS:VolumeIOUsage,,05/22/13 09:00:00,05/22/13 10:00:00,205
AmazonEC2,EBS:IO-Read,SAE1-EBS:VolumeIOUsage,,05/22/13 09:00:00,05/22/13 10:00:00,0
AmazonEC2,RunInstances,SAE1-DataTransfer-Out-Bytes,,05/22/13 09:00:00,05/22/13 10:00:00,16374556
AmazonEC2,RunInstances,SAE1-DataTransfer-In-Bytes,,05/22/13 09:00:00,05/22/13 10:00:00,35305971
AmazonEC2,RunInstances:S0007,SpotUsage:cg1.4xlarge,,05/22/13 09:00:00,05/22/13 10:00:00,1
AmazonEC2,RunInstances:S0001,SAE1-SpotUsage:c1.xlarge,,05/22/13 09:00:00,05/22/13 10:00:00,7
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/22/13 09:00:00,05/22/13 10:00:00,20
AmazonEC2,RunInstances:S0002,EU-SpotUsage:cg1.4xlarge,,05/22/13 09:00:00,05/22/13 10:00:00,10
AmazonEC2,PublicIP-Out,USE1-EU-AWS-Out-Bytes,,05/22/13 09:00:00,05/22/13 10:00:00,354259
AmazonEC2,PublicIP-In,USE1-EU-AWS-In-Bytes,,05/22/13 09:00:00,05/22/13 10:00:00,226673
AmazonEC2,PublicIP-In,EU-USE1-AWS-In-Bytes,,05/22/13 09:00:00,05/22/13 10:00:00,413191
AmazonEC2,PublicIP-Out,EU-USE1-AWS-Out-Bytes,,05/22/13 09:00:00,05/22/13 10:00:00,262393
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/22/13 10:00:00,05/22/13 11:00:00,58112
AmazonEC2,RunInstances,DataTransfer-Out-Bytes,,05/22/13 10:00:00,05/22/13 11:00:00,172291
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,05/22/13 10:00:00,05/22/13 11:00:00,86786990
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,05/22/13 10:00:00,05/22/13 11:00:00,41440872
AmazonEC2,PublicIP-In,DataTransfer-Regional-Bytes,,05/22/13 10:00:00,05/22/13 11:00:00,192
AmazonEC2,CreateVolume,EBS:VolumeUsage,,05/22/13 10:00:00,05/22/13 11:00:00,40802189312
AmazonEC2,EBS:IO-Write,EBS:VolumeIOUsage,,05/22/13 10:00:00,05/22/13 11:00:00,516
AmazonEC2,EBS:IO-Read,EBS:VolumeIOUsage,,05/22/13 10:00:00,05/22/13 11:00:00,6
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,05/22/13 10:00:00,05/22/13 11:00:00,118111600640
AmazonEC2,PublicIP-In,EU-DataTransfer-Regional-Bytes,,05/22/13 10:00:00,05/22/13 11:00:00,5193294
AmazonEC2,PublicIP-Out,EU-DataTransfer-Regional-Bytes,,05/22/13 10:00:00,05/22/13 11:00:00,5148875
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,05/22/13 10:00:00,05/22/13 11:00:00,301
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,05/22/13 10:00:00,05/22/13 11:00:00,23
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/22/13 10:00:00,05/22/13 11:00:00,369
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/22/13 10:00:00,05/22/13 11:00:00,125
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/22/13 10:00:00,05/22/13 11:00:00,1
AmazonEC2,RunInstances:0002,EU-BoxUsage:t1.micro,,05/22/13 10:00:00,05/22/13 11:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/22/13 10:00:00,05/22/13 11:00:00,180388626432
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/22/13 10:00:00,05/22/13 11:00:00,419939145
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/22/13 10:00:00,05/22/13 11:00:00,191043202
AmazonEC2,CreateVolume,SAE1-EBS:VolumeUsage,,05/22/13 10:00:00,05/22/13 11:00:00,60129542144
AmazonEC2,RunInstances:0002,BoxUsage:m1.medium,,05/22/13 10:00:00,05/22/13 11:00:00,1
AmazonEC2,EBS:IO-Write,SAE1-EBS:VolumeIOUsage,,05/22/13 10:00:00,05/22/13 11:00:00,182
AmazonEC2,EBS:IO-Read,SAE1-EBS:VolumeIOUsage,,05/22/13 10:00:00,05/22/13 11:00:00,0
AmazonEC2,RunInstances,SAE1-DataTransfer-Out-Bytes,,05/22/13 10:00:00,05/22/13 11:00:00,16391899
AmazonEC2,RunInstances,SAE1-DataTransfer-In-Bytes,,05/22/13 10:00:00,05/22/13 11:00:00,35325759
AmazonEC2,RunInstances:S0007,SpotUsage:cg1.4xlarge,,05/22/13 10:00:00,05/22/13 11:00:00,1
AmazonEC2,RunInstances:S0001,SAE1-SpotUsage:c1.xlarge,,05/22/13 10:00:00,05/22/13 11:00:00,7
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/22/13 10:00:00,05/22/13 11:00:00,20
AmazonEC2,RunInstances:S0002,EU-SpotUsage:cg1.4xlarge,,05/22/13 10:00:00,05/22/13 11:00:00,10
AmazonEC2,PublicIP-Out,USE1-EU-AWS-Out-Bytes,,05/22/13 10:00:00,05/22/13 11:00:00,303882
AmazonEC2,PublicIP-In,USE1-EU-AWS-In-Bytes,,05/22/13 10:00:00,05/22/13 11:00:00,202166
AmazonEC2,PublicIP-In,EU-USE1-AWS-In-Bytes,,05/22/13 10:00:00,05/22/13 11:00:00,319514
AmazonEC2,PublicIP-Out,EU-USE1-AWS-Out-Bytes,,05/22/13 10:00:00,05/22/13 11:00:00,210378
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/22/13 11:00:00,05/22/13 12:00:00,68535
AmazonEC2,RunInstances,DataTransfer-Out-Bytes,,05/22/13 11:00:00,05/22/13 12:00:00,222318
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,05/22/13 11:00:00,05/22/13 12:00:00,85989091
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,05/22/13 11:00:00,05/22/13 12:00:00,40777657
AmazonEC2,CreateVolume,EBS:VolumeUsage,,05/22/13 11:00:00,05/22/13 12:00:00,40802189312
AmazonEC2,EBS:IO-Write,EBS:VolumeIOUsage,,05/22/13 11:00:00,05/22/13 12:00:00,599
AmazonEC2,EBS:IO-Read,EBS:VolumeIOUsage,,05/22/13 11:00:00,05/22/13 12:00:00,4
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,05/22/13 11:00:00,05/22/13 12:00:00,118111600640
AmazonEC2,PublicIP-In,EU-DataTransfer-Regional-Bytes,,05/22/13 11:00:00,05/22/13 12:00:00,3402008
AmazonEC2,PublicIP-Out,EU-DataTransfer-Regional-Bytes,,05/22/13 11:00:00,05/22/13 12:00:00,3498522
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,05/22/13 11:00:00,05/22/13 12:00:00,349
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,05/22/13 11:00:00,05/22/13 12:00:00,35
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/22/13 11:00:00,05/22/13 12:00:00,265
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/22/13 11:00:00,05/22/13 12:00:00,68
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/22/13 11:00:00,05/22/13 12:00:00,1
AmazonEC2,RunInstances:0002,EU-BoxUsage:t1.micro,,05/22/13 11:00:00,05/22/13 12:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/22/13 11:00:00,05/22/13 12:00:00,180388626432
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/22/13 11:00:00,05/22/13 12:00:00,409537155
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/22/13 11:00:00,05/22/13 12:00:00,184587495
AmazonEC2,PublicIP-In,USW2-DataTransfer-Regional-Bytes,,05/22/13 11:00:00,05/22/13 12:00:00,180
AmazonEC2,CreateVolume,SAE1-EBS:VolumeUsage,,05/22/13 11:00:00,05/22/13 12:00:00,60129542144
AmazonEC2,RunInstances:0002,BoxUsage:m1.medium,,05/22/13 11:00:00,05/22/13 12:00:00,1
AmazonEC2,EBS:IO-Write,SAE1-EBS:VolumeIOUsage,,05/22/13 11:00:00,05/22/13 12:00:00,173
AmazonEC2,EBS:IO-Read,SAE1-EBS:VolumeIOUsage,,05/22/13 11:00:00,05/22/13 12:00:00,0
AmazonEC2,RunInstances,SAE1-DataTransfer-Out-Bytes,,05/22/13 11:00:00,05/22/13 12:00:00,16131443
AmazonEC2,RunInstances,SAE1-DataTransfer-In-Bytes,,05/22/13 11:00:00,05/22/13 12:00:00,34584546
AmazonEC2,RunInstances:S0007,SpotUsage:cg1.4xlarge,,05/22/13 11:00:00,05/22/13 12:00:00,1
AmazonEC2,RunInstances:S0001,SAE1-SpotUsage:c1.xlarge,,05/22/13 11:00:00,05/22/13 12:00:00,7
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/22/13 11:00:00,05/22/13 12:00:00,20
AmazonEC2,RunInstances:S0002,EU-SpotUsage:cg1.4xlarge,,05/22/13 11:00:00,05/22/13 12:00:00,10
AmazonEC2,PublicIP-Out,USE1-EU-AWS-Out-Bytes,,05/22/13 11:00:00,05/22/13 12:00:00,209009
AmazonEC2,PublicIP-In,USE1-EU-AWS-In-Bytes,,05/22/13 11:00:00,05/22/13 12:00:00,155884
AmazonEC2,PublicIP-In,EU-USE1-AWS-In-Bytes,,05/22/13 11:00:00,05/22/13 12:00:00,174390
AmazonEC2,PublicIP-Out,EU-USE1-AWS-Out-Bytes,,05/22/13 11:00:00,05/22/13 12:00:00,130160
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,69097
AmazonEC2,RunInstances,DataTransfer-Out-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,677552
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,86890689
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,41574929
AmazonEC2,PublicIP-In,DataTransfer-Regional-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,192
AmazonEC2,CreateVolume,EBS:VolumeUsage,,05/22/13 12:00:00,05/22/13 13:00:00,40802189312
AmazonEC2,EBS:IO-Write,EBS:VolumeIOUsage,,05/22/13 12:00:00,05/22/13 13:00:00,530
AmazonEC2,EBS:IO-Read,EBS:VolumeIOUsage,,05/22/13 12:00:00,05/22/13 13:00:00,5
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,05/22/13 12:00:00,05/22/13 13:00:00,118111600640
AmazonEC2,PublicIP-In,EU-DataTransfer-Regional-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,4396026
AmazonEC2,PublicIP-Out,EU-DataTransfer-Regional-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,4199653
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,05/22/13 12:00:00,05/22/13 13:00:00,455
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,05/22/13 12:00:00,05/22/13 13:00:00,83
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/22/13 12:00:00,05/22/13 13:00:00,467
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/22/13 12:00:00,05/22/13 13:00:00,216
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/22/13 12:00:00,05/22/13 13:00:00,1
AmazonEC2,RunInstances:0002,EU-BoxUsage:t1.micro,,05/22/13 12:00:00,05/22/13 13:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/22/13 12:00:00,05/22/13 13:00:00,180388626432
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,407155659
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,188404922
AmazonEC2,PublicIP-In,USW2-DataTransfer-Regional-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,360
AmazonEC2,CreateVolume,SAE1-EBS:VolumeUsage,,05/22/13 12:00:00,05/22/13 13:00:00,60129542144
AmazonEC2,RunInstances:0002,BoxUsage:m1.medium,,05/22/13 12:00:00,05/22/13 13:00:00,1
AmazonEC2,EBS:IO-Write,SAE1-EBS:VolumeIOUsage,,05/22/13 12:00:00,05/22/13 13:00:00,197
AmazonEC2,EBS:IO-Read,SAE1-EBS:VolumeIOUsage,,05/22/13 12:00:00,05/22/13 13:00:00,0
AmazonEC2,RunInstances,SAE1-DataTransfer-Out-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,16309157
AmazonEC2,RunInstances,SAE1-DataTransfer-In-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,34452906
AmazonEC2,RunInstances:S0007,SpotUsage:cg1.4xlarge,,05/22/13 12:00:00,05/22/13 13:00:00,1
AmazonEC2,RunInstances:S0001,SAE1-SpotUsage:c1.xlarge,,05/22/13 12:00:00,05/22/13 13:00:00,7
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/22/13 12:00:00,05/22/13 13:00:00,20
AmazonEC2,RunInstances:S0002,EU-SpotUsage:cg1.4xlarge,,05/22/13 12:00:00,05/22/13 13:00:00,10
AmazonEC2,PublicIP-Out,USE1-EU-AWS-Out-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,237222
AmazonEC2,PublicIP-In,USE1-EU-AWS-In-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,169772
AmazonEC2,PublicIP-In,EU-USE1-AWS-In-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,300720
AmazonEC2,PublicIP-Out,EU-USE1-AWS-Out-Bytes,,05/22/13 12:00:00,05/22/13 13:00:00,217108
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/22/13 13:00:00,05/22/13 14:00:00,50763
AmazonEC2,RunInstances,DataTransfer-Out-Bytes,,05/22/13 13:00:00,05/22/13 14:00:00,6279
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,05/22/13 13:00:00,05/22/13 14:00:00,86717121
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,05/22/13 13:00:00,05/22/13 14:00:00,41227769
AmazonEC2,CreateVolume,EBS:VolumeUsage,,05/22/13 13:00:00,05/22/13 14:00:00,40802189312
AmazonEC2,EBS:IO-Write,EBS:VolumeIOUsage,,05/22/13 13:00:00,05/22/13 14:00:00,378
AmazonEC2,EBS:IO-Read,EBS:VolumeIOUsage,,05/22/13 13:00:00,05/22/13 14:00:00,4
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,05/22/13 13:00:00,05/22/13 14:00:00,118111600640
AmazonEC2,PublicIP-In,EU-DataTransfer-Regional-Bytes,,05/22/13 13:00:00,05/22/13 14:00:00,3485113
AmazonEC2,PublicIP-Out,EU-DataTransfer-Regional-Bytes,,05/22/13 13:00:00,05/22/13 14:00:00,3551555
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,05/22/13 13:00:00,05/22/13 14:00:00,779
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,05/22/13 13:00:00,05/22/13 14:00:00,36
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/22/13 13:00:00,05/22/13 14:00:00,276
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/22/13 13:00:00,05/22/13 14:00:00,73
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/22/13 13:00:00,05/22/13 14:00:00,1
AmazonEC2,RunInstances:0002,EU-BoxUsage:t1.micro,,05/22/13 13:00:00,05/22/13 14:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/22/13 13:00:00,05/22/13 14:00:00,180388626432
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/22/13 13:00:00,05/22/13 14:00:00,406724361
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/22/13 13:00:00,05/22/13 14:00:00,186676557
AmazonEC2,CreateVolume,SAE1-EBS:VolumeUsage,,05/22/13 13:00:00,05/22/13 14:00:00,60129542144
AmazonEC2,RunInstances:0002,BoxUsage:m1.medium,,05/22/13 13:00:00,05/22/13 14:00:00,1
AmazonEC2,EBS:IO-Write,SAE1-EBS:VolumeIOUsage,,05/22/13 13:00:00,05/22/13 14:00:00,475
AmazonEC2,EBS:IO-Read,SAE1-EBS:VolumeIOUsage,,05/22/13 13:00:00,05/22/13 14:00:00,0
AmazonEC2,RunInstances,SAE1-DataTransfer-Out-Bytes,,05/22/13 13:00:00,05/22/13 14:00:00,16839984
AmazonEC2,RunInstances,SAE1-DataTransfer-In-Bytes,,05/22/13 13:00:00,05/22/13 14:00:00,34655811
AmazonEC2,RunInstances:S0007,SpotUsage:cg1.4xlarge,,05/22/13 13:00:00,05/22/13 14:00:00,1
AmazonEC2,RunInstances:S0001,SAE1-SpotUsage:c1.xlarge,,05/22/13 13:00:00,05/22/13 14:00:00,7
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/22/13 13:00:00,05/22/13 14:00:00,20
AmazonEC2,RunInstances:S0002,EU-SpotUsage:cg1.4xlarge,,05/22/13 13:00:00,05/22/13 14:00:00,10
AmazonEC2,PublicIP-Out,USE1-EU-AWS-Out-Bytes,,05/22/13 13:00:00,05/22/13 14:00:00,221426
AmazonEC2,PublicIP-In,USE1-EU-AWS-In-Bytes,,05/22/13 13:00:00,05/22/13 14:00:00,157005
AmazonEC2,PublicIP-In,EU-USE1-AWS-In-Bytes,,05/22/13 13:00:00,05/22/13 14:00:00,197474
AmazonEC2,PublicIP-Out,EU-USE1-AWS-Out-Bytes,,05/22/13 13:00:00,05/22/13 14:00:00,140873
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/22/13 14:00:00,05/22/13 15:00:00,62042
AmazonEC2,RunInstances,DataTransfer-Out-Bytes,,05/22/13 14:00:00,05/22/13 15:00:00,203631
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,05/22/13 14:00:00,05/22/13 15:00:00,86695616
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,05/22/13 14:00:00,05/22/13 15:00:00,41177226
AmazonEC2,CreateVolume,EBS:VolumeUsage,,05/22/13 14:00:00,05/22/13 15:00:00,40802189312
AmazonEC2,EBS:IO-Write,EBS:VolumeIOUsage,,05/22/13 14:00:00,05/22/13 15:00:00,554
AmazonEC2,EBS:IO-Read,EBS:VolumeIOUsage,,05/22/13 14:00:00,05/22/13 15:00:00,2
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,05/22/13 14:00:00,05/22/13 15:00:00,118111600640
AmazonEC2,PublicIP-In,EU-DataTransfer-Regional-Bytes,,05/22/13 14:00:00,05/22/13 15:00:00,3624615
AmazonEC2,PublicIP-Out,EU-DataTransfer-Regional-Bytes,,05/22/13 14:00:00,05/22/13 15:00:00,3612160
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,05/22/13 14:00:00,05/22/13 15:00:00,28400
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,05/22/13 14:00:00,05/22/13 15:00:00,1885
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/22/13 14:00:00,05/22/13 15:00:00,656
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/22/13 14:00:00,05/22/13 15:00:00,322
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/22/13 14:00:00,05/22/13 15:00:00,1
AmazonEC2,RunInstances:0002,EU-BoxUsage:t1.micro,,05/22/13 14:00:00,05/22/13 15:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/22/13 14:00:00,05/22/13 15:00:00,180388626432
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/22/13 14:00:00,05/22/13 15:00:00,404073854
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/22/13 14:00:00,05/22/13 15:00:00,186243072
AmazonEC2,PublicIP-In,USW2-DataTransfer-Regional-Bytes,,05/22/13 14:00:00,05/22/13 15:00:00,720
AmazonEC2,CreateVolume,SAE1-EBS:VolumeUsage,,05/22/13 14:00:00,05/22/13 15:00:00,60129542144
AmazonEC2,RunInstances:0002,BoxUsage:m1.medium,,05/22/13 14:00:00,05/22/13 15:00:00,1
AmazonEC2,EBS:IO-Write,SAE1-EBS:VolumeIOUsage,,05/22/13 14:00:00,05/22/13 15:00:00,151
AmazonEC2,EBS:IO-Read,SAE1-EBS:VolumeIOUsage,,05/22/13 14:00:00,05/22/13 15:00:00,0
AmazonEC2,RunInstances,SAE1-DataTransfer-Out-Bytes,,05/22/13 14:00:00,05/22/13 15:00:00,16296476
AmazonEC2,RunInstances,SAE1-DataTransfer-In-Bytes,,05/22/13 14:00:00,05/22/13 15:00:00,34428041
AmazonEC2,RunInstances:S0007,SpotUsage:cg1.4xlarge,,05/22/13 14:00:00,05/22/13 15:00:00,1
AmazonEC2,RunInstances:S0001,SAE1-SpotUsage:c1.xlarge,,05/22/13 14:00:00,05/22/13 15:00:00,7
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/22/13 14:00:00,05/22/13 15:00:00,20
AmazonEC2,RunInstances:S0002,EU-SpotUsage:cg1.4xlarge,,05/22/13 14:00:00,05/22/13 15:00:00,10
AmazonEC2,PublicIP-Out,USE1-EU-AWS-Out-Bytes,,05/22/13 14:00:00,05/22/13 15:00:00,210795
AmazonEC2,PublicIP-In,USE1-EU-AWS-In-Bytes,,05/22/13 14:00:00,05/22/13 15:00:00,150708
AmazonEC2,PublicIP-In,EU-USE1-AWS-In-Bytes,,05/22/13 14:00:00,05/22/13 15:00:00,218232
AmazonEC2,PublicIP-Out,EU-USE1-AWS-Out-Bytes,,05/22/13 14:00:00,05/22/13 15:00:00,155060
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/22/13 15:00:00,05/22/13 16:00:00,62892
AmazonEC2,RunInstances,DataTransfer-Out-Bytes,,05/22/13 15:00:00,05/22/13 16:00:00,353218
AmazonEC2,RunInstances,EU-DataTransfer-In-Bytes,,05/22/13 15:00:00,05/22/13 16:00:00,86740436
AmazonEC2,RunInstances,EU-DataTransfer-Out-Bytes,,05/22/13 15:00:00,05/22/13 16:00:00,41253707
AmazonEC2,CreateVolume,EBS:VolumeUsage,,05/22/13 15:00:00,05/22/13 16:00:00,32212254720
AmazonEC2,EBS:IO-Write,EBS:VolumeIOUsage,,05/22/13 15:00:00,05/22/13 16:00:00,501
AmazonEC2,EBS:IO-Read,EBS:VolumeIOUsage,,05/22/13 15:00:00,05/22/13 16:00:00,2
AmazonEC2,CreateVolume,EU-EBS:VolumeUsage,,05/22/13 15:00:00,05/22/13 16:00:00,118111600640
AmazonEC2,PublicIP-In,EU-DataTransfer-Regional-Bytes,,05/22/13 15:00:00,05/22/13 16:00:00,3832347
AmazonEC2,PublicIP-Out,EU-DataTransfer-Regional-Bytes,,05/22/13 15:00:00,05/22/13 16:00:00,3805050
AmazonEC2,EBS:IO-Write,EU-EBS:VolumeIOUsage,,05/22/13 15:00:00,05/22/13 16:00:00,373
AmazonEC2,EBS:IO-Read,EU-EBS:VolumeIOUsage,,05/22/13 15:00:00,05/22/13 16:00:00,83
AmazonEC2,EBS:IO-Write,USW2-EBS:VolumeIOUsage,,05/22/13 15:00:00,05/22/13 16:00:00,331
AmazonEC2,EBS:IO-Read,USW2-EBS:VolumeIOUsage,,05/22/13 15:00:00,05/22/13 16:00:00,114
AmazonEC2,RunInstances,USW2-BoxUsage:t1.micro,,05/22/13 15:00:00,05/22/13 16:00:00,1
AmazonEC2,RunInstances:0002,EU-BoxUsage:t1.micro,,05/22/13 15:00:00,05/22/13 16:00:00,1
AmazonEC2,CreateVolume,USW2-EBS:VolumeUsage,,05/22/13 15:00:00,05/22/13 16:00:00,180388626432
AmazonEC2,RunInstances,USW2-DataTransfer-In-Bytes,,05/22/13 15:00:00,05/22/13 16:00:00,406893938
AmazonEC2,RunInstances,USW2-DataTransfer-Out-Bytes,,05/22/13 15:00:00,05/22/13 16:00:00,186363869
AmazonEC2,PublicIP-In,USW2-DataTransfer-Regional-Bytes,,05/22/13 15:00:00,05/22/13 16:00:00,540
AmazonEC2,CreateVolume,SAE1-EBS:VolumeUsage,,05/22/13 15:00:00,05/22/13 16:00:00,60129542144
AmazonEC2,RunInstances:0002,BoxUsage:m1.medium,,05/22/13 15:00:00,05/22/13 16:00:00,1
AmazonEC2,EBS:IO-Write,SAE1-EBS:VolumeIOUsage,,05/22/13 15:00:00,05/22/13 16:00:00,178
AmazonEC2,EBS:IO-Read,SAE1-EBS:VolumeIOUsage,,05/22/13 15:00:00,05/22/13 16:00:00,0
AmazonEC2,RunInstances,SAE1-DataTransfer-Out-Bytes,,05/22/13 15:00:00,05/22/13 16:00:00,16323588
AmazonEC2,RunInstances,SAE1-DataTransfer-In-Bytes,,05/22/13 15:00:00,05/22/13 16:00:00,34427887
AmazonEC2,RunInstances:S0007,SpotUsage:cg1.4xlarge,,05/22/13 15:00:00,05/22/13 16:00:00,1
AmazonEC2,RunInstances:S0001,SAE1-SpotUsage:c1.xlarge,,05/22/13 15:00:00,05/22/13 16:00:00,7
AmazonEC2,RunInstances:S0004,USW2-SpotUsage:cc2.8xlarge,,05/22/13 15:00:00,05/22/13 16:00:00,20
AmazonEC2,RunInstances:S0002,EU-SpotUsage:cg1.4xlarge,,05/22/13 15:00:00,05/22/13 16:00:00,10
AmazonEC2,PublicIP-Out,USE1-EU-AWS-Out-Bytes,,05/22/13 15:00:00,05/22/13 16:00:00,224267
AmazonEC2,PublicIP-In,USE1-EU-AWS-In-Bytes,,05/22/13 15:00:00,05/22/13 16:00:00,161128
AmazonEC2,PublicIP-In,EU-USE1-AWS-In-Bytes,,05/22/13 15:00:00,05/22/13 16:00:00,243114
AmazonEC2,PublicIP-Out,EU-USE1-AWS-Out-Bytes,,05/22/13 15:00:00,05/22/13 16:00:00,173380
AmazonEC2,RunInstances,DataTransfer-In-Bytes,,05/22/13 16:00:00,05/22/13 17:00:00,38565
AmazonEC2,RunInstances,DataTransfer-Out-Bytes,,05/22/13 16:00:00,05/22/13 17:00:00,2280
